bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Hatchback,Kia,Sahagun,Blanco,5.0,Gasolina,84.0,Picanto,1.2,27500000.0,Cordoba,Mecanica,2014.0
Camioneta,Ford,Cienaga De Oro,Gris,5.0,Gasolina,54000.0,Explorer,3.5,70000000.0,Cordoba,Automatica,2014.0
Hatchback,Mitsubishi,Medellin,Gris,5.0,Gasolina,100231.0,ASX,1.6,58000000.0,Antioquia,Automatica,2014.0
Hatchback,Renault,Martires,Blanco,5.0,Gasolina,64000.0,Stepway,1.6,36000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Chevrolet,Medellin,Blanco,5.0,Gasolina,64000.0,Spark,1.0,21500000.0,Antioquia,Mecanica,2014.0
Sedan,Volkswagen,Caldas,Blanco,4.0,Gasolina,72000.0,Jetta,1.8,38990000.0,Antioquia,Mecanica,2014.0
Hatchback,Nissan,Usaquen,Negro,5.0,Gasolina,72000.0,Tiida,1.8,36000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Ford,Medellin,Blanco,5.0,Gasolina,68000.0,Escape,2.0,58000000.0,Antioquia,Mecanica,2014.0
Camioneta,Nissan,Barrios Unidos,Blanco,5.0,Gasolina,96000.0,Qashqai,2.0,52000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Kia,Mocoa,Blanco,5.0,Gasolina,66000.0,Sportage,2.0,54000000.0,Putumayo,Mecanica,2014.0
Hatchback,Ford,Ibague,Gris,5.0,Gasolina,72000.0,Fiesta,1.6,36000000.0,Tolima,Mecanica,2014.0
Hatchback,Renault,Buenaventura,Blanco,5.0,Gasolina,167000.0,Twingo,1.2,21000000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Mercedes-Benz,Barrios Unidos,Blanco,4.0,Gasolina,55000.0,Clase E,2.0,72800000.0,Bogota D.C.,Automatica,2014.0
Station Wagon,Volkswagen,Duitama,Blanco,5.0,Gasolina,67000.0,Jetta,2.0,32500000.0,Boyaca,Mecanica,2014.0
Hatchback,Chevrolet,Tunja,Blanco,5.0,Gasolina,77300.0,Sonic,1.6,29900000.0,Boyaca,Mecanica,2014.0
Sedan,Renault,Suba,Negro,4.0,Gasolina,118000.0,Logan,1.6,24000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Kennedy,Blanco,5.0,Diesel,90000.0,Prado,3.0,161000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Chevrolet,Armenia,Blanco,5.0,Gasolina,100874.0,Spark,1.2,26000000.0,Quindio,Mecanica,2014.0
Sedan,Chevrolet,Engativa,Blanco,4.0,Gasolina,49748.0,Sonic,1.6,31000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Nissan,Ibague,Blanco,4.0,Gasolina,86000.0,Versa,1.6,32900000.0,Tolima,Mecanica,2014.0
Sedan,Volkswagen,Barrios Unidos,Gris,4.0,Gasolina,48513.0,Jetta,2.0,34000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Medellin,Gris,5.0,Gasolina,133000.0,4Runner,4.0,147000000.0,Antioquia,Automatica,2014.0
Sedan,Nissan,Barranquilla,Gris,4.0,Gasolina,112374.0,Tiida,1.6,22000000.0,Atlantico,Mecanica,2014.0
Pick-Up,Mitsubishi,Suba,Gris,2.0,Diesel,128000.0,L200 SPORTERO,2.5,86500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chery,Bosa,Gris,5.0,Gasolina,187000.0,YOYA,1.3,20000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Martires,Gris,5.0,Gasolina,108000.0,Tracker,1.8,39900000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Kia,Cali,Plateado,4.0,Gasolina,86000.0,Rio,1.4,35500000.0,Valle Del Cauca,Automatica,2014.0
Hatchback,Skoda,Bogota,Gris,5.0,Gasolina,330800.0,Fabia,2.0,85000000.0,Cundinamarca,Mecanica,2014.0
Sedan,Kia,Medellin,Blanco,4.0,Gasolina,69000.0,Cerato,1.6,40500000.0,Antioquia,Mecanica,2014.0
Camioneta,Mercedes-Benz,Medellin,Gris,5.0,Diesel,108000.0,Clase GLK,2.2,74000000.0,Antioquia,Automatica,2014.0
Hatchback,Chevrolet,Martires,Gris,5.0,Gasolina,85200.0,Sail,1.4,24000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Dodge,Engativa,Blanco,5.0,Gasolina,46000.0,Journey,2.4,52000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Mercedes-Benz,Cali,Gris,5.0,Gasolina,75000.0,a200,2.0,54900000.0,Valle Del Cauca,Mecanica,2014.0
Hatchback,Nissan,Barranquilla,Blanco,5.0,Gasolina,78000.0,March,1.6,29500000.0,Atlantico,Mecanica,2014.0
Camioneta,Toyota,Usaquen,Gris,5.0,Diesel,84000.0,Fortuner,3.0,125000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Volkswagen,La Ceja,Gris,4.0,Gasolina,56000.0,Jetta,1.8,44000000.0,Antioquia,Mecanica,2014.0
Sedan,Chevrolet,Cucuta,Blanco,4.0,Gasolina,80152.0,Sail,1.4,24400000.0,Norte De Santander,Mecanica,2014.0
Camioneta,Toyota,Cali,Gris,5.0,Gasolina,115000.0,Fortuner,2.7,87000000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Hyundai,Kennedy,Blanco,5.0,Gasolina y gas,48000.0,Accent,1.600,35800000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Mazda,Envigado,Negro,5.0,Gasolina,75300.0,2,1.5,33900000.0,Antioquia,Automatica,2014.0
Sedan,Ford,Teusaquillo,Negro,4.0,Gasolina,75400.0,Fiesta,1.6,31000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Toyota,Valledupar,Gris,5.0,Gasolina,85000.0,Prado,4.0,160000000.0,Cesar,Mecanica,2014.0
Sedan,Mazda,Kennedy,Gris,4.0,Gasolina,120000.0,3,2.0,39000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Mazda,Ibague,Gris,5.0,Gasolina,83000.0,CX-5,2.0,64800000.0,Tolima,Mecanica,2014.0
Hatchback,Mazda,Villavicencio,Blanco,5.0,Gasolina,54437.0,2,1.5,35000000.0,Meta,Mecanica,2014.0
Sedan,Ford,Engativa,Gris,4.0,Gasolina,85000.0,Focus,2.0,35000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Medellin,Blanco,5.0,Gasolina,94000.0,Captiva,2.4,37900000.0,Antioquia,Mecanica,2014.0
Camioneta,Chevrolet,Engativa,Blanco,5.0,Gasolina,77000.0,Tracker,1.8,37500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Renault,Popayan,Gris,4.0,Gasolina,102000.0,Logan,1.6,26500000.0,Cauca,Mecanica,2014.0
Hatchback,Renault,Supia,Blanco,5.0,Gasolina,84000.0,Clio,1.2,22000000.0,Caldas,Mecanica,2014.0
Sedan,JAC,Usme,Amarillo,4.0,Gasolina y gas,407000.0,Star,1.3,70000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Nissan,Cali,Gris,5.0,Gasolina,103000.0,Qashqai,2.0,50800000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,DFM/DFSK,Kennedy,Blanco,5.0,Gasolina,156000.0,V27,1.3,27000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Mazda,Bucaramanga,Gris,4.0,Gasolina,93500.0,3,2.0,42500000.0,Santander,Mecanica,2014.0
Camioneta,Chery,Ciudad Bolivar,Gris,5.0,Gasolina,96400.0,Tiggo,1.6,28000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Volkswagen,Usaquen,Gris,5.0,Gasolina,49000.0,Tiguan,1.6,61900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Ford,Fontibon,Gris,5.0,Gasolina,48300.0,Ecosport,1.6,46000000.0,Bogota D.C.,Automatica,2014.0
Convertible,Mercedes-Benz,Ibague,Blanco,2.0,Gasolina,88000.0,Clase E,2.0,91000000.0,Tolima,Automatica,2014.0
Sedan,Hyundai,Santa Rosa De Cabal,Gris,4.0,Gasolina,97000.0,Accent,1.6,34000000.0,Risaralda,Automatica,2014.0
Sedan,Chevrolet,Engativa,Blanco,4.0,Gasolina,90000.0,Sail,1.4,25000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Ford,Engativa,Blanco,5.0,Gasolina,46000.0,Ecosport 2,2.0,44500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Medellin,Blanco,5.0,Gasolina,98760.0,4Runner,4.0,152000000.0,Antioquia,Automatica,2014.0
Hatchback,Renault,Chapinero,Blanco,5.0,Gasolina,52700.0,Stepway,1.6,34200000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Chevrolet,Tunjuelito,Blanco,5.0,Gasolina,57000.0,Sail,1.4,27000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Pasto,Gris,5.0,Gasolina,89000.0,Fortuner,2.7,89970000.0,Narino,Mecanica,2014.0
Hatchback,Kia,Medellin,Gris,5.0,Gasolina,67000.0,Picanto,1.2,28000000.0,Antioquia,Mecanica,2014.0
Sedan,Chevrolet,Santa Marta (Distrito Turistico Cultural E Historico),Gris,4.0,Gasolina,95000.0,Sonic,1.6,32000000.0,Magdalena,Mecanica,2014.0
Sedan,Volkswagen,Suba,Gris,4.0,Gasolina,74000.0,Jetta,2.5,49500000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Audi,Suba,Gris,5.0,Gasolina,21000.0,A1,2.0,53900000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Ford,Sabaneta,Gris,5.0,Gasolina,86000.0,Fiesta,1.6,36800000.0,Antioquia,Mecanica,2014.0
Hatchback,Mercedes-Benz,Medellin,Gris,5.0,Gasolina,62000.0,Clase A,1.6,60000000.0,Antioquia,Automatica,2014.0
Camioneta,Gonow,Tunjuelito,Blanco,5.0,Gasolina,115877.0,Minivan,1.2,18000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Suba,Gris,5.0,Gasolina,64000.0,Captiva,2.4,43000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Puente Aranda,Gris,4.0,Gasolina,72000.0,Fusion,2.0,53000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Kia,Medellin,Blanco,4.0,Gasolina,65000.0,Cerato,1.6,42000000.0,Antioquia,Mecanica,2014.0
Sedan,Chevrolet,Usaquen,Gris,4.0,Gasolina,76900.0,Sonic,1.6,33500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Porsche,Chapinero,Gris,5.0,Gasolina,71000.0,Cayenne,3.6,200000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Chevrolet,Suba,Negro,5.0,Gasolina,87000.0,Captiva,2.4,36000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Toyota,Suba,Blanco,5.0,Gasolina,104000.0,Fortuner,2.7,93900000.0,Bogota D.C.,Mecanica,2014.0
Coupe,Audi,Cali,Gris,2.0,Gasolina,47000.0,TT,2.0,85000000.0,Valle Del Cauca,Automatica,2014.0
Sedan,Renault,Suba,Blanco,4.0,Gasolina,65000.0,Logan,1.4,24000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Chevrolet,Tunjuelito,Blanco,4.0,Gasolina,34000.0,Sonic,1.6,29999999.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Hyundai,Cajica,Blanco,5.0,Gasolina,85000.0,TUCSON IX-35,2.0,31000000.0,Cundinamarca,Mecanica,2014.0
Camioneta,Chevrolet,Medellin,Gris,5.0,Gasolina,62000.0,Tracker,1.8,42000000.0,Antioquia,Mecanica,2014.0
Hatchback,Renault,Suba,Beige,5.0,Gasolina,73000.0,Stepway,1.6,29900000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,BMW,Sopo,Blanco,5.0,Gasolina,40000.0,Serie 1,1.6,54500000.0,Cundinamarca,Automatica,2014.0
Camioneta,DFM/DFSK,Suba,Gris,5.0,Gasolina,205263.0,Van,1.3,21000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,BMW,Suba,Blanco,5.0,Diesel,70000.0,X1,1.6,57900000.0,Bogota D.C.,Automatica,2014.0
Sedan,Kia,Medellin,Blanco,4.0,Gasolina,69000.0,CERATO PRO,1.6,38500000.0,Antioquia,Mecanica,2014.0
Camioneta,Mazda,Soacha,Gris,4.0,Diesel,79000.0,2014,1.6,60000000.0,Cundinamarca,Mecanica,2014.0
Hatchback,Kia,Cali,Gris,5.0,Gasolina,96000.0,Rio,1.2,35000000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Volkswagen,Medellin,Gris,4.0,Gasolina,74000.0,Jetta,1.8,42500000.0,Antioquia,Mecanica,2014.0
Pick-Up,Nissan,Chia,Blanco,4.0,Diesel,120000.0,Navara,2.5,78000000.0,Cundinamarca,Mecanica,2014.0
Hatchback,Nissan,Suba,Rojo,5.0,Gasolina,79500.0,March,1.6,28500000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Geely,Santa Fe,Rojo,5.0,Gasolina,88000.0,LC,1.3,16900000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Kia,Chapinero,Gris,4.0,Gasolina,36471.0,Quoris,3.8,75000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Teusaquillo,Gris,4.0,Gasolina,79000.0,Focus,2.0,39000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,BMW,Kennedy,Blanco,5.0,Gasolina,80000.0,X3,2.0,76500000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Toyota,Sincelejo,Blanco,5.0,Gasolina,85889.0,Fortuner,2.7,89500000.0,Sucre,Mecanica,2014.0
Sedan,Renault,Medellin,Blanco,4.0,Gasolina,75500.0,Logan,1.6,23000000.0,Antioquia,Mecanica,2014.0
Sedan,Renault,La Ceja,Blanco,4.0,Gasolina,66729.0,Logan,1.6,26200000.0,Antioquia,Mecanica,2014.0
Sedan,Renault,Medellin,Blanco,4.0,Gasolina,117722.0,Logan,1.4,22500000.0,Antioquia,Mecanica,2014.0
Camioneta,Dodge,Engativa,Gris,5.0,Gasolina,83000.0,Journey,2.4,39900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Honda,Cali,Titanio,5.0,Gasolina,85840.0,CR-V,2.4,60000000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Kia,Kennedy,Blanco,4.0,Gasolina,76000.0,CERATO PRO,1.6,43500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Jeep,Cali,Rojo,5.0,Gasolina,97100.0,Wrangler,3.6,115000000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,Ford,Engativa,Gris,4.0,Gasolina,49750.0,Ecosport,2.0,45000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Dodge,Suba,Blanco,5.0,Gasolina,112000.0,Journey,2.4,41900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Kia,Chiquinquira,Gris,5.0,Gasolina,108000.0,Sportage,2.0,59200000.0,Boyaca,Mecanica,2014.0
Hatchback,Audi,Chapinero,Gris,3.0,Gasolina,20500.0,A1,1.4,55000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Ford,Engativa,Gris,5.0,Gasolina,59000.0,Escape,2.0,59500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Engativa,Gris,4.0,Gasolina,66000.0,Fiesta,1.6,35500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Fontibon,Gris,5.0,Gasolina,90600.0,Ecosport,1.6,40000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Toyota,Riohacha,Plateado,4.0,Gasolina,52500.0,Corolla,1.8,49000000.0,Guajira,Automatica,2014.0
Camioneta,Renault,Engativa,Gris,4.0,Gasolina,86000.0,Dinamic 2014,1.6,26900000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Kia,Kennedy,Blanco,4.0,Gasolina,85000.0,CERATO PRO,1.6,39000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Renault,Granada,Gris,5.0,Gasolina,99700.0,Duster,2.0,38000000.0,Meta,Mecanica,2014.0
Camioneta,Nissan,Barranquilla,Gris,5.0,Gasolina,165000.0,Qashqai,1.6,46500000.0,Atlantico,Automatica,2014.0
Hatchback,Nissan,Pereira,Azul,5.0,Gasolina,68000.0,Note,1.6,31700000.0,Risaralda,Mecanica,2014.0
Sedan,Volkswagen,Teusaquillo,Negro,4.0,Gasolina,50300.0,Jetta,2.0,32000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Ssangyong,Ibague,Gris,5.0,Diesel,135000.0,Korando,2.0,38500000.0,Tolima,Mecanica,2014.0
Camioneta,Kia,Usaquen,Blanco,5.0,Gasolina,118400.0,Carens,2.0,46500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Volkswagen,Fontibon,Gris,4.0,Gasolina,80000.0,Jetta,2.0,32800000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Hyundai,Cali,Gris,5.0,Gasolina,55000.0,Santa Fe,3.3,78000000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Toyota,Cali,Blanco,5.0,Diesel,95000.0,Prado,3.0,156000000.0,Valle Del Cauca,Mecanica,2014.0
Hatchback,Mazda,Puente Aranda,Gris,5.0,Gasolina,98000.0,2,1.5,31500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Piedecuesta,Blanco,5.0,Diesel,120000.0,Prado,3.0,157500000.0,Santander,Mecanica,2014.0
Sedan,Kia,Engativa,Plateado,4.0,Gasolina,122000.0,CERATO PRO,1.6,38500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Nissan,Puente Aranda,Blanco,4.0,Gasolina,97000.0,Versa,1.6,28500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Suba,Gris,4.0,Gasolina,52000.0,Fiesta,1.6,34500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Chevrolet,Pereira,Gris,4.0,Gasolina,63700.0,Sail,1.4,26000000.0,Risaralda,Mecanica,2014.0
Furgon,Renault,Usaquen,Blanco,3.0,Diesel,126000.0,Trafic,1.9,70000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Medellin,Gris,5.0,Diesel,110000.0,Prado,3.0,144900000.0,Antioquia,Mecanica,2014.0
Camioneta,Ford,Usaquen,Blanco,5.0,Gasolina,73000.0,Escape,2.0,55000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Dodge,Floridablanca,Gris,5.0,Gasolina,80000.0,Durango,3.6,82300000.0,Santander,Automatica,2014.0
Camioneta,Hyundai,Fontibon,Negro,5.0,Gasolina,91743.0,TUCSON IX-35,2.0,57250000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Mercedes-Benz,Medellin,Blanco,5.0,Gasolina,60000.0,Clase A,1.6,60000000.0,Antioquia,Automatica,2014.0
Camioneta,Hyundai,Usaquen,Blanco,5.0,Gasolina,83000.0,Tucson,2.0,54500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,BMW,Engativa,Gris,2.0,Gasolina,70000.0,Bmw 120i 2014,1.6,98000000.0,Bogota D.C.,Automatica,2014.0
Sedan,Kia,Engativa,Blanco,4.0,Gasolina,96500.0,CERATO PRO,1.6,42500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Nissan,Puente Aranda,Gris,5.0,Gasolina,54000.0,Qashqai,2.0,55500000.0,Bogota D.C.,Mecanica,2014.0
Furgon,Chevrolet,Bello,Gris,2.0,Gasolina,97500.0,N300,1.2,33000.0,Antioquia,Mecanica,2014.0
Hatchback,Kia,Pereira,Blanco,5.0,Gasolina,72000.0,Picanto,1.2,29000000.0,Risaralda,Mecanica,2014.0
Coupe,Hyundai,Barrios Unidos,Blanco,2.0,Gasolina,54500.0,Genesis,2.0,60000000.0,Bogota D.C.,Mecanica,2014.0
Pick-Up,Baic,La Estrella,Blanco,2.0,Gasolina,123899.0,T205-D,1.3,28000000.0,Antioquia,Mecanica,2014.0
Hatchback,Renault,Acacias,Blanco,5.0,Gasolina,97000.0,Stepway,1.6,34000000.0,Meta,Mecanica,2014.0
Camioneta,Renault,Kennedy,Plateado,5.0,Gasolina,61794.0,Duster,2.0,43500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Kia,Cucuta,Gris,4.0,Gasolina,82000.0,Rio,1.4,35500000.0,Norte De Santander,Mecanica,2014.0
Sedan,Chevrolet,Engativa,Gris,4.0,Gasolina,83000.0,Cobalt,1.8,25000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Curumani,Blanco,5.0,Gasolina,69000.0,Fortuner,2.7,102500000.0,Cesar,Automatica,2014.0
Sedan,Volkswagen,Rionegro,Blanco,4.0,Gasolina,82000.0,Jetta,1.8,41800000.0,Antioquia,Mecanica,2014.0
Sedan,Kia,Martires,Gris,5.0,Gasolina,92000.0,Rio,2.0,38500000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Volkswagen,Fontibon,Gris,5.0,Gasolina,42477.0,Crossfox,1.6,34700000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Audi,Pereira,Blanco,3.0,Gasolina,72000.0,A1,1.4,53000000.0,Risaralda,Mecanica,2014.0
Camioneta,Hyundai,Bucaramanga,Gris,5.0,Diesel,103500.0,TUCSON IX-35,2.0,58500000.0,Santander,Mecanica,2014.0
Camioneta,Audi,Pereira,Blanco,5.0,Gasolina,56000.0,Q5,3.0,80000000.0,Risaralda,Automatica,2014.0
Hatchback,Renault,Kennedy,Blanco,5.0,Gasolina,32000.0,Sandero,1.6,27650000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,BMW,Medellin,Blanco,5.0,Gasolina,104000.0,X3,2.0,76000000.0,Antioquia,Automatica,2014.0
Camioneta,Hyundai,Kennedy,Plateado,5.0,Gasolina,73000.0,Santa Fe,2.4,57000000.0,Bogota D.C.,Automatica,2014.0
Furgon,DFM/DFSK,Barranquilla,Blanco,2.0,Gasolina,35400.0,Eq1020Tf,1310,27300000.0,Atlantico,Mecanica,2014.0
Camioneta,Toyota,Cartagena De Indias,Blanco,5.0,Diesel,175000.0,Fortuner,3.0,101500000.0,Bolivar,Mecanica,2014.0
Hatchback,Renault,Cali,Gris,5.0,Gasolina,92700.0,Clio,1.2,21500000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Chevrolet,Tunja,Blanco,4.0,Diesel,155000.0,D-Max,DIESEL,56000000.0,Boyaca,Mecanica,2014.0
Sedan,JAC,Barranquilla,Amarillo,4.0,Gasolina,2000.0,B-Class,1.5,20000000.0,Atlantico,Mecanica,2014.0
Camioneta,Mercedes-Benz,Usaquen,Plateado,5.0,Diesel,66600.0,ML,2.2,90000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Toyota,Chapinero,Gris,5.0,Diesel,113000.0,Prado,3.0,165000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Mercedes-Benz,Puente Aranda,Azul,5.0,Diesel,56000.0,Clase GLK,2.2,80000000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Fiat,Popayan,Gris,5.0,Gasolina,50000.0,500,1.4,32000000.0,Cauca,Mecanica,2014.0
Van,Hyundai,Usaquen,Blanco,3.0,Diesel,184000.0,H1,98 HP,65000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Chevrolet,Neiva,Blanco,4.0,Gasolina,70000.0,Sail,1.4,24000000.0,Huila,Mecanica,2014.0
Camioneta,Chery,Pereira,Gris,5.0,Gasolina,103000.0,YOYO,1.2,22000000.0,Risaralda,Mecanica,2014.0
Camioneta,Renault,Cucuta,Blanco,5.0,Gasolina,120000.0,Duster,2.0,40000000.0,Norte De Santander,Mecanica,2014.0
Sedan,Volkswagen,Puente Aranda,Blanco,4.0,Gasolina,71350.0,Jetta,2.0,31500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Nissan,Chia,Rojo,4.0,Gasolina,60300.0,Versa,1.6,37000000.0,Cundinamarca,Automatica,2014.0
Hatchback,Renault,Sopo,Rojo,5.0,Gasolina,72000.0,Sandero,1.6,27500000.0,Cundinamarca,Automatica,2014.0
Camioneta,Hyundai,Medellin,Gris,5.0,Gasolina,36000.0,Santa Fe,2400,70000000.0,Antioquia,Mecanica,2014.0
Camioneta,Hyundai,Bogota,Blanco,3.0,Diesel,180000.0,H1,98,65000000.0,Cundinamarca,Mecanica,2014.0
Pick-Up,Nissan,Ocana,Gris,2.0,Gasolina,110000.0,Frontier,2.4,45000000.0,Norte De Santander,Mecanica,2014.0
Camioneta,Hyundai,Medellin,Gris,5.0,Gasolina,36000.0,Santa Fe,2400,70000000.0,Antioquia,Mecanica,2014.0
Camioneta,Ford,Chia,Blanco,5.0,Gasolina,70000.0,Explorer,3.5,79000000.0,Cundinamarca,Automatica,2014.0
Sedan,Volvo,Bogota,Gris,4.0,Gasolina,58000.0,S60,3.0,71500000.0,Cundinamarca,Automatica,2014.0
Camioneta,Mercedes-Benz,Cali,Blanco,5.0,Diesel,98000.0,Clase GLK,2.2,70000000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,Jeep,Cali,Blanco,5.0,Gasolina,33000.0,Compass,2.4,58000000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,Audi,Medellin,Gris,5.0,Gasolina,76000.0,Q5,3.0,70900000.0,Antioquia,Automatica,2014.0
Sedan,Ford,Usaquen,Gris,4.0,Gasolina,89600.0,Focus,2.0,40000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Dodge,Suba,Gris,5.0,Gasolina,77000.0,Journey,2.4,47000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Ford,Teusaquillo,Plateado,5.0,Gasolina,66500.0,Escape,2000,57000000.0,Bogota D.C.,Automatica,2014.0
Station Wagon,Volvo,Suba,Gris,5.0,Gasolina,22000.0,V40,2.0,58000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Lexus,Cota,Gris,5.0,Gasolina,58000.0,GX,4.6,210000000.0,Cundinamarca,Automatica,2014.0
Camioneta,Volvo,Usaquen,Plateado,5.0,Gasolina,87000.0,XC60,2.0,73500000.0,Bogota D.C.,Automatica,2014.0
Convertible,BMW,Zipaquira,Gris,2.0,Gasolina,43000.0,Serie 1,3.0,95000000.0,Cundinamarca,Automatica,2014.0
Sedan,Mercedes-Benz,Suba,Gris,4.0,Gasolina,39000.0,Clase C,1.6,65000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Toyota,Ibague,Blanco,5.0,Gasolina,88706.0,Prado,4.0,165000000.0,Tolima,Automatica,2014.0
Camioneta,Audi,Villamaria,Blanco,5.0,Diesel,83600.0,Q7,3.0,93500000.0,Caldas,Automatica,2014.0
Sedan,Mercedes-Benz,Teusaquillo,Blanco,4.0,Gasolina,71000.0,Clase E,2.0,69000000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Kia,Villavicencio,Blanco,5.0,Gasolina,96000.0,Rio,1.2,36000000.0,Meta,Mecanica,2014.0
Hatchback,Mercedes-Benz,Suba,Gris,5.0,Gasolina,68500.0,Clase A,1.6,56500000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Chevrolet,Cucuta,Azul,5.0,Gasolina,83439.0,Tracker,1.8,37000000.0,Norte De Santander,Mecanica,2014.0
Camioneta,Ford,Medellin,Gris,5.0,Gasolina,116000.0,Escape,2.0,48000000.0,Antioquia,Mecanica,2014.0
Hatchback,BMW,Cajica,Gris,5.0,Gasolina,60000.0,X3,1.6,85000000.0,Cundinamarca,Automatica,2014.0
Pick-Up,Chevrolet,Barranquilla,Gris,2.0,Diesel,200000.0,D-Max,2.5,59000000.0,Atlantico,Mecanica,2014.0
